,Language_Name,Num_Segments,Sum_Balance,Num_Contrastive_Features,Order_Name,Sum_Balance_1,Sum_Balance_2,Sum_Balance_3,Sum_Balance_4,Sum_Balance_5,Sum_Balance_6,Sum_Balance_7,Sum_Balance_8,Sum_Balance_9,Sum_Balance_10,Sum_Balance_11,Sum_Balance_12,Sum_Balance_13,Sum_Balance_14,Sum_Balance_15,Sum_Balance_16,Sum_Balance_17,Sum_Balance_18,Sum_Balance_19,Sum_Balance_20,Sum_Balance_21,Sum_Balance_22,Sum_Balance_23,Sum_Balance_24,Sum_Balance_25,Sum_Balance_26,Sum_Balance_27,Sum_Balance_28,Sum_Balance_29,Feature_Depth_1,Feature_Depth_2,Feature_Depth_3,Feature_Depth_4,Feature_Depth_5,Feature_Depth_6,Feature_Depth_7,Feature_Depth_8,Feature_Depth_9,Feature_Depth_10,Feature_Depth_11,Feature_Depth_12,Feature_Depth_13,Feature_Depth_14,Feature_Depth_15,Feature_Depth_16,Feature_Depth_17,Feature_Depth_18,Feature_Depth_19,Feature_Depth_20,Feature_Depth_21,Feature_Depth_22,Feature_Depth_23,Feature_Depth_24,Feature_Depth_25,Feature_Depth_26,Feature_Depth_27,Feature_Depth_28,Feature_Depth_29,Subinventory_Size_1,Subinventory_Size_2,Subinventory_Size_3,Subinventory_Size_4,Subinventory_Size_5,Subinventory_Size_6,Subinventory_Size_7,Subinventory_Size_8,Subinventory_Size_9,Subinventory_Size_10,Subinventory_Size_11,Subinventory_Size_12,Subinventory_Size_13,Subinventory_Size_14,Subinventory_Size_15,Subinventory_Size_16,Subinventory_Size_17,Subinventory_Size_18,Subinventory_Size_19,Subinventory_Size_20,Subinventory_Size_21,Subinventory_Size_22,Subinventory_Size_23,Subinventory_Size_24,Subinventory_Size_25,Subinventory_Size_26,Subinventory_Size_27,Subinventory_Size_28,Subinventory_Size_29,Sum_Balance_By_Feature_Height1,Sum_Balance_By_Feature_Height2,Sum_Balance_By_Feature_Height29,Sum_Balance_By_Feature_Height28,Sum_Balance_By_Feature_Height8,Sum_Balance_By_Feature_Height16,Sum_Balance_By_Feature_Height10,Sum_Balance_By_Feature_Height14,Sum_Balance_By_Feature_Height20,Sum_Balance_By_Feature_Height12,Sum_Balance_By_Feature_Height7,Sum_Balance_By_Feature_Height21,Sum_Balance_By_Feature_Height13,Sum_Balance_By_Feature_Height5,Sum_Balance_By_Feature_Height26,Sum_Balance_By_Feature_Height6,Sum_Balance_By_Feature_Height11,Sum_Balance_By_Feature_Height25,Sum_Balance_By_Feature_Height4,Sum_Balance_By_Feature_Height22,Sum_Balance_By_Feature_Height15,Sum_Balance_By_Feature_Height3,Sum_Balance_By_Feature_Height27,Sum_Balance_By_Feature_Height18,Sum_Balance_By_Feature_Height24,Sum_Balance_By_Feature_Height17,Sum_Balance_By_Feature_Height19,Sum_Balance_By_Feature_Height23,Sum_Balance_By_Feature_Height9
2471,I248,13,10,6,O2,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,10,12,12,13,13,,,1.0,3.0,,,,,,,,,,,0.0,,,3.0,,,,,1.0,,9.0,,,,
2472,I248,13,5,7,O3,,,,,,0,,5,,,5,,,,,8,,,,,,0,,11,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,6,,,,,,,,,8,,13,,,13,,,,,13,,,,,,4,,10,,2,,,,,,,,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,2.0,,,,
2473,I248,13,14,7,O4,,,,,,,,,,14,,,6,8,,9,11,11,,8,,,,,,,,,,,,,,,,,,,0,,,3,1,,5,2,6,,4,,,,,,,,,,,,,,,,,,,13,,,10,13,,6,12,2,,7,,,,,,,,,,,,,,,4.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,11.0,,2.0,,,
2474,I248,13,15,7,O5,,,,,,11,,9,,,,12,,,,,,,,15,,,,,8,9,,8,,,,,,,6,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,2,,11,,,,13,,,,,,,,13,,,,,13,6,,8,,,,,2.0,2.0,,,,2.0,2.0,,,,,4.0,11.0,,1.0,,,,,,,,,,,
2475,I248,13,14,7,O6,,7,,14,,,11,,,,,,,,,10,,,,,11,,,,,,,17,13,,4,,0,,,1,,,,,,,,,5,,,,,6,,,,,,,3,2,,9,,13,,,13,,,,,,,,,4,,,,,2,,,,,,,10,12,,2.0,2.0,4.0,,5.0,,,,,1.0,11.0,,,,,,,2.0,,,,,,,,,,
2476,I248,13,8,6,O7,,,14,,,,,,,,,9,9,,,,13,,,,8,,,0,,,,,,,,1,,,,,,,,,4,2,,,,3,,,,0,,,5,,,,,,,,13,,,,,,,,,6,13,,,,11,,,,13,,,2,,,,,,,,,,,,,,,4.0,,1.0,2.0,,,,,,,,,2.0,,,0.0,4.0,,,
2477,I248,13,8,5,O8,,,2,,8,,,,,,,,,8,,,,,,,3,0,,,,,,,,,,3,,1,,,,,,,,,0,,,,,,,2,4,,,,,,,,,,9,,13,,,,,,,,,13,,,,,,,13,4,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,0.0,,1.0,,,,,,,
2478,I248,13,8,8,O9,,,,,0,,,,,,,8,,,,11,,10,0,9,,0,,,,8,,,,,,,,6,,,,,,,0,,,,4,,2,7,3,,5,,,,1,,,,,,,,4,,,,,,,13,,,,8,,13,2,9,,6,,,,13,,,,,,,,,2.0,,,1.0,1.0,,,,0.0,1.0,,,,,0.0,,,,1.0,,,0.0,,
2479,I248,13,8,8,O10,,,,0,,6,0,8,,,,,,,4,,0,,,,,0,,,,,0,,,,,,4,,1,5,0,,,,,,,2,,6,,,,,7,,,,,3,,,,,,10,,13,8,13,,,,,,,13,,4,,,,,2,,,,,11,,,,,,,1.0,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,
2480,I249,13,13,6,O1,13,5,4,6,7,11,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,13,13,12,12,10,2,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,3.0,,11.0,,,2.0,,,1.0,,,,,,,
2481,I249,13,11,6,O2,,,,,,,,,,,,,,,,,,,,,,,0,,0,13,8,11,11,,,,,,,,,,,,,,,,,,,,,,,5,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,8,10,13,13,13,,,1.0,2.0,,,,,,,,,,,4.0,,,0.0,,,,,2.0,,,,,0.0,
2482,I249,13,5,6,O3,,,,0,,11,,5,,,5,,,,,4,,,,,,,,7,,,,,,,,,5,,4,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,2,,4,,13,,,13,,,,,13,,,,,,,,12,,,,,,,,,,0.0,1.0,,,,,,,,,,5.0,1.0,,0.0,,,,,,2.0,,,,
2483,I249,13,16,7,O4,,,,,8,,,,,16,,0,5,8,,,8,,,9,,,,,,,,,,,,,,4,,,,,0,,6,3,1,,,2,,,5,,,,,,,,,,,,,,7,,,,,13,,2,9,13,,,12,,,5,,,,,,,,,,,,,,,,2.0,1.0,4.0,0.0,,,1.0,2.0,,,,,,,,,,,,1.0,,,
2484,I249,13,8,6,O5,,,,,,,,12,,,,8,,,11,,,,,8,,,,,10,,,9,,,,,,,,,3,,,,1,,,5,,,,,0,,,,,2,,,4,,,,,,,,,10,,,,13,,,2,,,,,13,,,,,13,,,6,,,,,4.0,4.0,,,,1.0,1.0,,,,,,,,2.0,,,11.0,,,,,,,,
2485,I249,13,11,6,O6,,,,11,,,5,,,,,,,,,10,,11,,,,,,,,,,6,5,,,,0,,,1,,,,,,,,,4,,5,,,,,,,,,,3,2,,,,13,,,13,,,,,,,,,4,,2,,,,,,,,,,11,12,,,1.0,2.0,,5.0,,,,,1.0,,,,,,,,1.0,,,,,11.0,,,,,
2486,I249,13,17,7,O7,,,7,,,,,,,,,9,8,,,,11,,,,17,,,11,13,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,6,4,,,,,,,13,,,,,,,,,3,12,,,,10,,,,13,,,2,8,,,,,,,,,,,,,,4.0,,2.0,1.0,,,,,4.0,,,,1.0,,,11.0,2.0,,,
2487,I249,13,9,7,O8,,,10,,11,,,11,,,,,,9,10,,,,,,9,14,,,,,,,,,,3,,1,,,6,,,,,,0,5,,,,,,2,4,,,,,,,,,,11,,13,,,2,,,,,,13,4,,,,,,12,8,,,,,,,,,,,,11.0,,,1.0,,,,1.0,,1.0,,,,,,4.0,5.0,2.0,,,,,,,
2488,I249,13,12,8,O9,,,,,0,,0,,,,,12,,,,0,,5,,0,,0,,,,9,,,,,,,,7,,6,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,2,,4,,,,,13,,,,7,,13,,9,,6,,,,13,,,,,,,,,0.0,,,0.0,1.0,0.0,,,0.0,1.0,,,,,0.0,,,,0.0,,,,,
2489,I249,13,13,7,O10,,,,0,,7,0,13,,,,,,,9,,0,,,,,,,,,,1,,,,,,4,,1,5,0,,,,,,,2,,6,,,,,,,,,,3,,,,,,7,,13,6,13,,,,,,,12,,2,,,,,,,,,,9,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,0.0,,1.0,,0.0,,,0.0,,,
2490,I250,13,11,6,O1,11,8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,12,4,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,
2491,I250,13,12,7,O2,,,,,,,,,,,,,,,,,0,,,,,,,0,9,14,12,14,12,,,,,,,,,,,,,,,,,6,,,,,,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,2,,,,,,,4,8,9,13,13,13,,,1.0,2.0,,,,,,,,,,,3.0,,,3.0,,,,,2.0,,0.0,0.0,,,
2492,I250,13,14,6,O3,,,,,,7,,14,,,10,,,,0,7,,,,,,,,7,,,,,,,,,,,4,,0,,,1,,,,5,2,,,,,,,,3,,,,,,,,,,,5,,13,,,13,,,,2,13,,,,,,,,8,,,,,,,,,,2.0,1.0,,,,,,,,,,3.0,2.0,,,,0.0,,,,2.0,,,,
2493,I250,13,15,7,O4,,,,,9,,,,,15,,,14,9,,0,8,,,0,,,,,,,,,,,,,,4,,,,,0,,,3,1,,6,2,,,5,,,,,,,,,,,,,,9,,,,,13,,,10,13,,4,12,,,6,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,,,,3.0,3.0,,,,,,,,,,,,1.0,,,
2494,I250,13,14,9,O5,,,,,,0,,0,,,,8,,,0,0,,,,14,,,,,7,0,,0,,,,,,,7,,3,,,,1,,,6,8,,,,0,,,,,2,5,,4,,,,,,,4,,11,,,,13,,,6,2,,,,13,,,,,13,7,,9,,,,,0.0,0.0,0.0,,,1.0,1.0,,,,,0.0,0.0,,1.0,,,0.0,,,,,,,,
2495,I250,13,11,6,O6,,10,,11,,,4,,,,,,,,,,,,,,11,,,,,,,4,5,,4,,0,,,1,,,,,,,,,,,,,,5,,,,,,,3,2,,4,,13,,,13,,,,,,,,,,,,,,2,,,,,,,10,13,,5.0,1.0,1.0,,,,,,,0.0,11.0,,,,,,,1.0,,,,,,,,,,
2496,I250,13,8,6,O7,,,4,,,,,,,,,0,4,,,,9,,,,8,,,,0,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,,4,,,,,,,13,,,,,,,,,2,13,,,,11,,,,13,,,,4,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,0.0,,,,0.0,,,,3.0,,,
2497,I250,13,13,5,O8,,,0,,8,,,,,,,,,13,,,,,,,0,0,,,,,,,,,,3,,1,,,,,,,,,0,,,,,,,2,4,,,,,,,,,,9,,13,,,,,,,,,13,,,,,,,12,8,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,0.0,,0.0,,,,,,,
2498,I250,13,15,6,O9,,,,,,,,,,,,15,,,,7,,9,,14,,9,,,,8,,,,,,,,,,,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,,,,,,,,13,,,,8,,12,,9,,4,,,,13,,,,,,,,,3.0,,,4.0,2.0,,,,,1.0,,,,,9.0,,,,2.0,,,,,
2499,I250,13,9,7,O10,,,,0,,10,0,9,,,,,,,9,,0,,,,,,,,,,1,,,,,,4,,1,5,0,,,,,,,2,,6,,,,,,,,,,3,,,,,,8,,13,6,13,,,,,,,13,,4,,,,,,,,,,10,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,0.0,,1.0,,0.0,,,0.0,,,
2500,I251,13,9,7,O1,9,9,7,12,1,0,,0,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,6,,,,,,,,,,,,,,,,,,,,,,13,13,12,11,9,6,,2,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,0.0,,0.0,,,3.0,,,1.0,,,,,,,
2501,I251,13,8,7,O2,,,,,,,,,,,,,,,,,,,,,0,,,0,11,10,9,13,8,,,,,,,,,,,,,,,,,,,,,6,,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,2,,,7,9,11,13,13,13,,,1.0,2.0,,,,,,,,0.0,,,2.0,,,3.0,,,,,1.0,,0.0,,,,
2502,I251,13,12,7,O3,,,,,,0,,12,,,9,,,,0,5,,,,,,0,,7,,,,,,,,,,,4,,0,,,1,,,,6,2,,,,,,5,,3,,,,,,,,,,,5,,13,,,13,,,,2,13,,,,,,4,,10,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,1.0,,,0.0,0.0,,,,1.0,,,,
2503,I251,13,11,7,O4,,,,,4,,,,,11,,,2,15,,0,12,,,5,,,,,,,,,,,,,,4,,,,,0,,,3,1,,6,2,,,5,,,,,,,,,,,,,,10,,,,,13,,,12,13,,2,13,,,7,,,,,,,,,,,,,,,0.0,1.0,2.0,2.0,,,,0.0,1.0,,,,,,,,,,,,2.0,,,
2504,I251,13,8,6,O5,,,,,,,,0,,,,4,,,0,,,,,8,,,,,5,,,0,,,,,,,,,3,,,,1,,,5,,,,,0,,,,,2,,,4,,,,,,,,,9,,,,13,,,2,,,,,13,,,,,13,,,6,,,,,0.0,0.0,,,,1.0,0.0,,,,,,,,1.0,,,0.0,,,,,,,,
2505,I251,13,11,6,O6,,9,,11,,,5,,,,,,,,,0,,,,,,,,,,,,5,6,,4,,0,,,1,,,,,,,,,5,,,,,,,,,,,,3,2,,6,,13,,,13,,,,,,,,,2,,,,,,,,,,,,8,13,,4.0,1.0,1.0,,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
2506,I251,13,8,5,O7,,,5,,,,,,,,,0,3,,,,,,,,8,,,,0,,,,,,,1,,,,,,,,,4,2,,,,,,,,0,,,,3,,,,,,,13,,,,,,,,,4,13,,,,,,,,13,,,,9,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,0.0,,,,1.0,,,,,,,
2507,I251,13,11,7,O8,,,13,0,14,,,0,,,,,,11,0,,,,,,9,,,,,,,,,,,3,6,1,,,5,,,,,,0,4,,,,,,2,,,,,,,,,,,12,2,13,,,4,,,,,,13,10,,,,,,13,,,,,,,,,,,,,0.0,,,1.0,,,,1.0,,2.0,,,,,0.0,,0.0,3.0,,,,,,,
2508,I251,13,12,7,O9,,,,,,,,,,,,12,0,,,9,,6,,13,,11,,,,14,,,,,,,,,,,,,,,0,6,,,4,,2,,3,,5,,,,1,,,,,,,,,,,,,,,13,2,,,8,,12,,12,,4,,,,13,,,,,,,,,3.0,,,3.0,1.0,,,0.0,,2.0,,,,,5.0,,,,1.0,,,,,
2509,I251,13,11,6,O10,,,,0,,10,,11,,,,,,,9,,,,,,,0,,,,,8,,,,,,4,,1,,0,,,,,,,2,,,,,,,5,,,,,3,,,,,,6,,13,,13,,,,,,,13,,,,,,,2,,,,,8,,,,,,,1.0,,,,,,,,,,,2.0,,,0.0,0.0,2.0,,2.0,,,,,,
2510,I252,13,14,7,O1,14,11,11,12,8,,9,0,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,5,6,,,,,,,,,,,,,,,,,,,,,,13,13,13,10,5,,3,2,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,0.0,,,,,,4.0,,,2.0,,,,,3.0,,,2.0,,,,,,,
2511,I252,13,15,7,O2,,,,,,,,,,,,,,,,,,,,,0,,0,0,,5,5,11,15,,,,,,,,,,,,,,,,,,,,,6,,5,4,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,2,,4,7,,11,13,13,13,,,2.0,1.0,,,,,,,,0.0,,,1.0,,,,,,,,1.0,,0.0,,,0.0,
2512,I252,13,14,6,O3,,,,,,0,,14,,,13,,,,,5,,,,,,0,,5,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,,,,,,,,,,7,,13,,,13,,,,,13,,,,,,2,,11,,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,2.0,,,0.0,,,,,1.0,,,,
2513,I252,13,13,7,O4,,,,,7,,,,,13,,,5,7,,11,2,,,8,,,,,,,,,,,,,,4,,,,,0,,,3,1,,6,2,,,5,,,,,,,,,,,,,,7,,,,,13,,,9,13,,2,12,,,5,,,,,,,,,,,,,,,11.0,1.0,1.0,4.0,,,,1.0,2.0,,,,,,,,,,,,0.0,,,
2514,I252,13,13,6,O5,,,,,,,,2,,,,7,,,,,,,,13,,,,,0,0,,0,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,,,9,,,,13,,,,,,,,13,,,,,12,2,,6,,,,,0.0,0.0,,,,2.0,1.0,,,,,0.0,,,0.0,,,,,,,,,,,
2515,I252,13,10,6,O6,,,,10,,,12,,,,,,,,,0,0,,,,,,,,,,,3,6,,,,0,,,1,,,,,,,,,4,5,,,,,,,,,,,3,2,,,,13,,,13,,,,,,,,,4,2,,,,,,,,,,,11,13,,,1.0,1.0,,0.0,,,,,2.0,,,,,,,,1.0,,,,,,,0.0,,,
2516,I252,13,8,6,O7,,,4,,,,,,,,,0,4,,,0,7,,,,8,,,,,,,,,,,1,,,,,,,,,4,2,,,5,3,,,,0,,,,,,,,,,,13,,,,,,,,,4,13,,,2,9,,,,13,,,,,,,,,,,,,,0.0,,,,0.0,,1.0,1.0,,,,,,,,,0.0,,,,2.0,,,
2517,I252,13,10,7,O8,,,5,,4,,,0,,,,,,10,0,,,,,,8,0,,,,,,,,,,3,,1,,,6,,,,,,0,5,,,,,,2,4,,,,,,,,,,11,,13,,,2,,,,,,13,4,,,,,,13,6,,,,,,,,,,,,0.0,,,1.0,,,,1.0,,0.0,,,,,,0.0,0.0,1.0,,,,,,,
2518,I252,13,11,8,O9,,,,,0,,0,,,,,11,,,,0,,14,,9,,0,,,,8,,,,,,,,7,,6,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,2,,4,,,,,13,,,,7,,13,,11,,6,,,,13,,,,,,,,,0.0,,,1.0,1.0,0.0,,,0.0,1.0,,,,,0.0,,,,2.0,,,,,
2519,I252,13,8,7,O10,,,,0,,9,,8,,,,,,,3,,,,0,,,0,,,,,0,,,,,,4,,1,,0,,,,,,,2,,,,6,,,5,,,,,3,,,,,,6,,13,,13,,,,,,,13,,,,2,,,4,,,,,11,,,,,,,1.0,,,,,,,,,,,1.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,
2520,I253,13,11,6,O1,11,7,7,5,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,5,,,,,,,,,,,,,,,,,,,,,,13,13,13,10,4,,,2,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,
2521,I253,13,12,8,O2,,,,,,,,,,,,,,,,,,,,0,,11,,9,8,6,6,7,12,,,,,,,,,,,,,,,,,,,,7,,6,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,2,,3,,7,8,12,12,13,13,,,1.0,1.0,,,,,0.0,,,,,,1.0,,,2.0,,5.0,,,1.0,,3.0,,,,
2522,I253,13,11,7,O3,,,,,,5,,11,,,4,,,,,5,,,,,,0,,4,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,6,,,,,,,,,9,,13,,,13,,,,,13,,,,,,4,,10,,2,,,,,,,,1.0,1.0,,,,,,,,,0.0,1.0,0.0,,,0.0,,,,,1.0,,,,
2523,I253,13,15,7,O4,,,,,16,,,,,15,,,13,15,,10,12,11,,,,,,,,,,,,,,,,4,,,,,0,,,3,1,,5,2,6,,,,,,,,,,,,,,,,6,,,,,13,,,9,13,,4,13,2,,,,,,,,,,,,,,,,,5.0,2.0,2.0,,,,,3.0,5.0,,,,,,,,,,11.0,,2.0,,,
2524,I253,13,8,6,O5,,,,,,,,11,,,,5,,,0,,,,,8,,,,,6,,,0,,,,,,,,,3,,,,1,,,5,,,,,0,,,,,2,,,4,,,,,,,,,9,,,,13,,,2,,,,,13,,,,,13,,,8,,,,,0.0,3.0,,,,1.0,1.0,,,,,,,,1.0,,,0.0,,,,,,,,
2525,I253,13,10,6,O6,,0,,10,,,10,,,,,,,,,0,,,,,,,,,,,,0,1,,4,,0,,,1,,,,,,,,,5,,,,,,,,,,,,3,2,,9,,13,,,13,,,,,,,,,6,,,,,,,,,,,,10,12,,0.0,0.0,0.0,,0.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,
2526,I253,13,11,5,O7,,,10,,,,,,,,,,9,,,,7,,,,11,,,,0,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,,4,,,,,,,13,,,,,,,,,,13,,,,8,,,,13,,,,4,,,,,,,,,,,,,,,,2.0,3.0,,,,,0.0,,,,2.0,,,,3.0,,,
2527,I253,13,11,6,O8,,,,,5,,,,,,,,0,11,0,,,,,,8,5,,,,,,,,,,,,1,,,,,,,,5,0,4,,,,,,2,3,,,,,,,,,,,,13,,,,,,,,2,13,4,,,,,,12,11,,,,,,,,,,,,,,,1.0,,,,2.0,0.0,1.0,,,,,,1.0,0.0,,,,,,,,
2528,I253,13,9,6,O9,,,,,,,,,,,,9,,,,0,,7,,0,,0,,,,9,,,,,,,,,,,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,,,,,,,,13,,,,6,,13,,8,,2,,,,13,,,,,,,,,0.0,,,0.0,1.0,,,,,1.0,,,,,0.0,,,,1.0,,,,,
2529,I253,13,11,5,O10,,,,0,,7,,11,,,,,,,8,,,,,,,,,,,,3,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,4,,13,,13,,,,,,,13,,,,,,,,,,,,10,,,,,,,2.0,,,,,,,,,,,1.0,,,0.0,,2.0,,1.0,,,,,,
2530,I254,13,15,7,O1,15,11,10,6,10,11,0,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,13,13,13,11,5,4,2,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,0.0,,,3.0,,5.0,,,1.0,,,2.0,,,,,,,
2531,I254,13,8,6,O2,,,,,,,,,,,,,,,,,,,,,,,,9,8,6,4,8,8,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,6,9,13,13,13,,,1.0,1.0,,,,,,,,,,,2.0,,,4.0,,,,,1.0,,9.0,,,,
2532,I254,13,10,6,O3,,,,,,9,,10,,,7,,,9,,5,,,,,,,,6,,,,,,,,,,,4,,0,,,1,,,5,,2,,,,,,,,3,,,,,,,,,,,5,,13,,,13,,,4,,13,,,,,,,,11,,,,,,,,,,1.0,1.0,,9.0,,,,,,,,4.0,1.0,,,,,,,,2.0,,,,
2533,I254,13,8,7,O4,,,,,1,,,,,8,,,8,10,,,10,0,,0,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,6,,5,,,,,,,,,,,,,,7,,,,,13,,,10,13,,,13,2,,4,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,2.0,0.0,,,,,,,,,,0.0,,2.0,,,
2534,I254,13,17,6,O5,,,,,,,,0,,,,10,,,0,,,,,17,,,,,3,,,0,,,,,,,,,3,,,,1,,,5,,,,,0,,,,,2,,,4,,,,,,,,,10,,,,13,,,2,,,,,13,,,,,12,,,7,,,,,0.0,0.0,,,,2.0,2.0,,,,,,,,0.0,,,0.0,,,,,,,,
2535,I254,13,8,6,O6,,0,,8,,,4,,,,,,,,,0,,,,,,,,,,,,7,8,,4,,0,,,1,,,,,,,,,5,,,,,,,,,,,,3,2,,5,,13,,,13,,,,,,,,,2,,,,,,,,,,,,11,13,,0.0,2.0,2.0,,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,,,
2536,I254,13,8,6,O7,,,7,,,,,,,,,0,2,,,,1,,,,8,,,,0,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,,4,,,,,,,13,,,,,,,,,4,13,,,,10,,,,13,,,,8,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,0.0,,,,1.0,,,,0.0,,,
2537,I254,13,8,6,O8,,,11,,5,,,,,,,,11,8,10,,,,,,8,,,,,,,,,,,3,,1,,,,,,,,5,0,4,,,,,,2,,,,,,,,,,,11,,13,,,,,,,,2,13,4,,,,,,13,,,,,,,,,,,,,,,,1.0,,,,2.0,11.0,1.0,,,,,,,5.0,3.0,,,,,,,
2538,I254,13,14,6,O9,,,,,,,9,,,,,14,,,,7,,14,,17,,,,,,15,,,,,,,,,,5,,,,,0,,,,4,,2,,3,,,,,,1,,,,,,,,,,4,,,,,13,,,,7,,13,,11,,,,,,13,,,,,,,,,3.0,,,5.0,2.0,9.0,,,,3.0,,,,,,,,,3.0,,,,,
2539,I254,13,10,5,O10,,,,9,,9,,10,,,,,,,7,,,,,,,,,,,,4,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,4,,13,,13,,,,,,,13,,,,,,,,,,,,12,,,,,,,2.0,,,,,,,,,,,2.0,,,9.0,,2.0,,2.0,,,,,,
2540,I255,13,8,7,O1,8,8,11,3,1,,0,,0,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,5,,6,,,,,,,,,,,,,,,,,,,,,13,13,13,12,7,,4,,2,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,2.0,,,,,,,0.0
2541,I255,13,11,7,O2,,,,,,,,,,,,,,,,,,,0,,,,0,,7,6,2,7,11,,,,,,,,,,,,,,,,,,,6,,,,5,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,2,,,,4,,9,10,13,13,13,,,1.0,1.0,,,,,,,,,,,1.0,,,2.0,,,,,0.0,,,,0.0,0.0,
2542,I255,13,14,7,O3,,,,,,9,,14,,,14,,,,,12,,,,,,11,,13,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,6,,,,,,,,,9,,13,,,13,,,,,12,,,,,,6,,10,,4,,,,,,,,2.0,2.0,,,,,,,,,0.0,3.0,2.0,,,5.0,,,,,3.0,,,,
2543,I255,13,11,5,O4,,,,,,,,,,11,,,5,4,,,3,,,0,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,,,4,,,,,,,,,,,,,,,,,,,13,,,11,13,,,12,,,4,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,2.0,,,,,,,,,,,,,1.0,,,
